Anio,Mes,Producto,Peso.Kg
2021,8,KIWI,4800
2021,8,KIWI,8400
2021,8,KIWI,24000
2021,8,KIWI,3600
2021,8,KIWI,7680
2021,8,KIWI,12000
2021,8,KIWI,5040
2021,8,KIWI,25080
2021,8,KIWI,9600
2021,8,KIWI,5600
2021,8,KIWI,19936
2021,8,KIWI,10080
2021,8,KIWI,1600
2021,8,KIWI,4800
2021,7,KIWI,10080
2021,7,KIWI,4200
2021,7,KIWI,6048
2021,7,KIWI,2898
2021,7,KIWI,4800
2021,7,KIWI,21840
2021,7,KIWI,3360
2021,7,KIWI,6048
2021,7,KIWI,14094
2021,7,KIWI,10080
2021,7,KIWI,21840
2021,7,KIWI,18240
2021,7,KIWI,10080
2021,7,KIWI,2016
2021,7,KIWI,2016
2021,7,KIWI,23040
2021,7,KIWI,23296
2021,7,KIWI,12096
2021,7,KIWI,5022
2021,7,KIWI,10920
2021,7,KIWI,2646
2021,7,KIWI,21780
2021,7,KIWI,3360
2021,7,KIWI,11760
2021,7,KIWI,6720
2021,7,KIWI,5992
2021,7,KIWI,17640
2021,7,KIWI,20664
2021,7,KIWI,7200
2021,7,KIWI,11760
2021,7,KIWI,6048
2021,7,KIWI,22000
2021,7,KIWI,17136
2021,7,KIWI,9480
2021,7,KIWI,22848
2021,7,KIWI,2016
2021,7,KIWI,5418
2021,7,KIWI,22400
2021,7,KIWI,1926
2021,7,KIWI,15120
2021,7,KIWI,4800
2021,7,KIWI,4800
2021,7,KIWI,9600
2021,7,KIWI,21504
2021,7,KIWI,6000
2021,6,KIWI,3960
2021,6,KIWI,20160
2021,6,KIWI,7560
2021,6,KIWI,4800
2021,6,KIWI,26208
2021,6,KIWI,23296
2021,6,KIWI,16800
2021,6,KIWI,10080
2021,6,KIWI,9240
2021,6,KIWI,7666
2021,6,KIWI,2016
2021,6,KIWI,8064
2021,6,KIWI,4800
2021,6,KIWI,12600
2021,6,KIWI,10080
2021,6,KIWI,4800
2021,6,KIWI,7200
2021,6,KIWI,21840
2021,6,KIWI,2016
2021,6,KIWI,5000
2021,6,KIWI,11640
2021,6,KIWI,2016
2021,6,KIWI,9072
2021,6,KIWI,22680
2021,6,KIWI,16800
2021,5,KIWI,13356
2021,5,KIWI,4200
2021,5,KIWI,26208
2021,5,KIWI,3360
2021,5,KIWI,11760
2021,5,KIWI,12600
2021,5,KIWI,4500
2021,5,KIWI,10080
2021,5,KIWI,6000
2021,5,KIWI,21840
2021,5,KIWI,6000
2021,5,KIWI,2016
2021,5,KIWI,5208
2021,5,KIWI,5040
2021,5,KIWI,6000
2021,5,KIWI,16800
2021,5,KIWI,3400
2021,5,KIWI,9240
2021,5,KIWI,7560
2021,5,KIWI,4032
2021,5,KIWI,4800
2021,5,KIWI,5040
2021,5,KIWI,8400
2021,5,KIWI,4800
2021,5,KIWI,2016
2021,5,KIWI,6720
2021,5,KIWI,4032
2021,5,KIWI,2016
2021,5,KIWI,8802
2021,5,KIWI,6048
2021,5,KIWI,5040
2021,9,LAUREL,6.566
2021,7,LAUREL,6.566
2021,6,LAUREL,6500
2021,5,LAUREL,10000
2021,9,LECHUGA,20
2021,9,LECHUGA,232.326
2021,8,LECHUGA,51.339
2021,8,LECHUGA,5.154
2021,8,LECHUGA,245
2021,8,LECHUGA,296
2021,8,LECHUGA,116.055
2021,8,LECHUGA,1.2
2021,8,LECHUGA,6.1
2021,8,LECHUGA,0.029
2021,8,LECHUGA,0.223
2021,8,LECHUGA,97.668
2021,8,LECHUGA,57.5
2021,8,LECHUGA,200
2021,7,LECHUGA,8
2021,7,LECHUGA,10
2021,7,LECHUGA,410
2021,7,LECHUGA,563.5
2021,7,LECHUGA,80
2021,6,LECHUGA,25
2021,6,LECHUGA,0.1
2021,6,LECHUGA,0.009
2021,6,LECHUGA,0.276
2021,6,LECHUGA,0.062
2021,6,LECHUGA,500
2021,6,LECHUGA,0.12
2021,6,LECHUGA,0.24
2021,6,LECHUGA,0.055
2021,5,LECHUGA,20
2021,5,LECHUGA,0.04
2021,5,LECHUGA,0.042
2021,5,LECHUGA,0.013
2021,5,LECHUGA,0.019
2021,5,LECHUGA,0.04
2021,5,LECHUGA,0.276
2021,5,LECHUGA,0.023
2021,5,LECHUGA,0.058
2021,5,LECHUGA,0.014
2021,5,LECHUGA,0.056
2021,5,LECHUGA,0.051
2021,5,LECHUGA,0.4
2021,5,LECHUGA,0.027
2021,5,LECHUGA,0.389
2021,5,LECHUGA,4.08233
2021,5,LECHUGA,390
2021,9,LENTEJA,78927
2021,9,LENTEJA,141522
2021,9,LENTEJA,86000
2021,9,LENTEJA,52617.6
2021,9,LENTEJA,78246
2021,9,LENTEJA,46221
2021,9,LENTEJA,69127
2021,9,LENTEJA,49624
2021,9,LENTEJA,70761
2021,9,LENTEJA,184112
2021,9,LENTEJA,181435
2021,9,LENTEJA,235870
2021,9,LENTEJA,92060
2021,9,LENTEJA,92535
2021,9,LENTEJA,74844
2021,9,LENTEJA,134630
2021,9,LENTEJA,315696
2021,9,LENTEJA,86000
2021,9,LENTEJA,52618
2021,9,LENTEJA,23043
2021,9,LENTEJA,141522
2021,9,LENTEJA,26308
2021,9,LENTEJA,91897
2021,9,LENTEJA,78490
2021,9,LENTEJA,52618
2021,9,LENTEJA,8301
2021,9,LENTEJA,262990
2021,9,LENTEJA,52618
2021,9,LENTEJA,259910
2021,9,LENTEJA,134720
2021,9,LENTEJA,53343
2021,9,LENTEJA,78881
2021,9,LENTEJA,263080
2021,8,LENTEJA,99701
2021,8,LENTEJA,23405
2021,8,LENTEJA,46266
2021,8,LENTEJA,117935
2021,8,LENTEJA,23587
2021,8,LENTEJA,263080
2021,8,LENTEJA,78927
2021,8,LENTEJA,52618
2021,8,LENTEJA,78972
2021,8,LENTEJA,77720
2021,8,LENTEJA,52571
2021,8,LENTEJA,123968
2021,8,LENTEJA,46220
2021,8,LENTEJA,26218
2021,8,LENTEJA,78924
2021,8,LENTEJA,91446
2021,8,LENTEJA,69581
2021,8,LENTEJA,26308
2021,8,LENTEJA,26308
2021,8,LENTEJA,45760
2021,8,LENTEJA,22453
2021,8,LENTEJA,22920
2021,8,LENTEJA,235777
2021,8,LENTEJA,23190
2021,8,LENTEJA,24670
2021,8,LENTEJA,131545
2021,8,LENTEJA,173592
2021,7,LENTEJA,23587
2021,7,LENTEJA,24040
2021,7,LENTEJA,47174
2021,7,LENTEJA,46856
2021,7,LENTEJA,78927
2021,7,LENTEJA,105236
2021,7,LENTEJA,78879
2021,7,LENTEJA,46266
2021,7,LENTEJA,105236
2021,7,LENTEJA,26308
2021,6,LENTEJA,131527
2021,6,LENTEJA,52618
2021,6,LENTEJA,23587
2021,6,LENTEJA,156492
2021,6,LENTEJA,52616
2021,6,LENTEJA,22670
2021,6,LENTEJA,141522
2021,6,LENTEJA,47174
2021,6,LENTEJA,260820
2021,6,LENTEJA,210472
2021,6,LENTEJA,74844
2021,6,LENTEJA,46221
2021,6,LENTEJA,94348
2021,6,LENTEJA,23133
2021,6,LENTEJA,78246
2021,6,LENTEJA,78927
2021,6,LENTEJA,26240
2021,6,LENTEJA,125420
2021,6,LENTEJA,78791
2021,6,LENTEJA,46221
2021,6,LENTEJA,26308
2021,6,LENTEJA,78927
2021,6,LENTEJA,52618
2021,6,LENTEJA,210290
2021,6,LENTEJA,78460
2021,6,LENTEJA,131320
2021,6,LENTEJA,26309
2021,6,LENTEJA,70761
2021,6,LENTEJA,69399
2021,6,LENTEJA,47174
2021,6,LENTEJA,47174
2021,6,LENTEJA,75252
2021,6,LENTEJA,23587
2021,6,LENTEJA,52618
2021,6,LENTEJA,24857
2021,6,LENTEJA,347470
2021,6,LENTEJA,496240
2021,6,LENTEJA,69399
2021,6,LENTEJA,262455
2021,6,LENTEJA,70760
2021,6,LENTEJA,49624
2021,6,LENTEJA,79585
2021,6,LENTEJA,69399
2021,6,LENTEJA,23587
2021,6,LENTEJA,117889
2021,6,LENTEJA,92081
2021,6,LENTEJA,46267
2021,6,LENTEJA,47174
2021,6,LENTEJA,26309
2021,6,LENTEJA,26308
2021,5,LENTEJA,94347
2021,5,LENTEJA,52527
2021,5,LENTEJA,26308
2021,5,LENTEJA,24812
2021,5,LENTEJA,94347
2021,5,LENTEJA,52618
2021,5,LENTEJA,49624
2021,5,LENTEJA,78924
2021,5,LENTEJA,129470
2021,5,LENTEJA,86728
2021,5,LENTEJA,52164
2021,5,LENTEJA,78927
2021,5,LENTEJA,124601
2021,5,LENTEJA,48080
2021,5,LENTEJA,80967
2021,5,LENTEJA,347368
2021,5,LENTEJA,99248
2021,5,LENTEJA,24812
2021,5,LENTEJA,47173.6
2021,5,LENTEJA,26263
2021,5,LENTEJA,104963
2021,5,LENTEJA,120200
2021,5,LENTEJA,24812
2021,5,LENTEJA,86000
2021,5,LENTEJA,74720
2021,5,LENTEJA,131540
2021,5,LENTEJA,52617
2021,5,LENTEJA,78920
2021,5,LENTEJA,69175
2021,5,LENTEJA,184163
2021,5,LENTEJA,52164
2021,5,LENTEJA,263035
2021,5,LENTEJA,78500
2021,5,LENTEJA,64908
2021,5,LENTEJA,271841
2021,5,LENTEJA,26082
2021,5,LENTEJA,496860
2021,5,LENTEJA,92988
2021,5,LENTEJA,131589
2021,5,LENTEJA,92487
2021,5,LENTEJA,184163
2021,5,LENTEJA,120200
2021,5,LENTEJA,69135
2021,5,LENTEJA,78924
2021,5,LENTEJA,52150
2021,5,LENTEJA,183482
2021,5,LENTEJA,94347
2021,5,LENTEJA,52164
2021,5,LENTEJA,26090
2021,5,LENTEJA,78926
2021,5,LENTEJA,47174
2021,5,LENTEJA,23587
2021,5,LENTEJA,156492
2021,5,LENTEJA,69400
2021,5,LENTEJA,276242
2021,5,LENTEJA,131540
2021,5,LENTEJA,26308
2021,5,LENTEJA,23088
2021,5,LENTEJA,92035
2021,5,LENTEJA,184160
2021,5,LENTEJA,94302
2021,5,LENTEJA,78927
2021,5,LENTEJA,70625
2021,5,LENTEJA,47174
2021,5,LENTEJA,23587
2021,5,LENTEJA,52618
2021,5,LENTEJA,78925
2021,5,LENTEJA,78927
2021,5,LENTEJA,141521
2021,5,LENTEJA,23540
2021,5,LENTEJA,92080
2021,5,LENTEJA,156025
2021,5,LENTEJA,78879
2021,5,LENTEJA,69399
2021,9,LILIUM,15750
2021,9,LILIUM,114
2021,9,LILIUM,60
2021,9,LILIUM,19950
2021,9,LILIUM,114
2021,9,LILIUM,38
2021,9,LILIUM,266
2021,9,LILIUM,19950
2021,9,LILIUM,15
2021,8,LILIUM,19950
2021,8,LILIUM,19
2021,8,LILIUM,20
2021,8,LILIUM,80
2021,8,LILIUM,20
2021,8,LILIUM,112
2021,8,LILIUM,174
2021,8,LILIUM,228
2021,8,LILIUM,90
2021,8,LILIUM,112
2021,6,LILIUM,19760
2021,5,LILIUM,12810
2021,5,LILIUM,19950
2021,9,LIMON,24192
2021,9,LIMON,25344
2021,8,LIMON,24192
2021,8,LIMON,24192
2021,8,LIMON,5616
2021,8,LIMON,18576
2021,8,LIMON,4608
2021,8,LIMON,20736
2021,8,LIMON,11088
2021,8,LIMON,13104
2021,8,LIMON,24192
2021,8,LIMON,24192
2021,7,LIMON,4608
2021,7,LIMON,20736
2021,9,LIMONIUM,0.24
2021,8,LIMONIUM,0.01789
2021,6,LIMONIUM,2.5
2021,6,LIMONIUM,4
2021,9,LINAZA,57980
2021,9,LINAZA,29000
2021,9,LINAZA,57980
2021,8,LINAZA,21001
2021,8,LINAZA,73270
2021,8,LINAZA,24040
2021,8,LINAZA,43092
2021,8,LINAZA,23859
2021,7,LINAZA,64638
2021,6,LINAZA,24494
2021,6,LINAZA,24494
2021,5,LINAZA,45360
2021,5,LINAZA,107730
2021,9,LINO,1317
2021,8,LINO,3975
2021,7,LINO,878.35
2021,6,LINO,3
2021,5,LINO,310
2021,5,LINO,150
2021,8,LISIANTHUS,0.07765
2021,7,LISIANTHUS,0.0781
2021,6,LISIANTHUS,0.048691
2021,6,LOBELIA,0.0044
2021,7,LUCUMA,5660
2021,7,LUPINO,1000
2021,9,LUPULO,2000
2021,9,LUPULO,14400
2021,8,LUPULO,90.069
2021,8,LUPULO,25760
2021,8,LUPULO,9000
2021,8,LUPULO,14400
2021,7,LUPULO,1655
2021,7,LUPULO,4320
2021,7,LUPULO,17500
2021,7,LUPULO,0.6
2021,7,LUPULO,9000
2021,6,LUPULO,1000
2021,6,LUPULO,9000
2021,6,LUPULO,380
2021,6,LUPULO,9000
2021,6,LUPULO,14400
2021,6,LUPULO,9000
2021,6,LUPULO,17500
2021,5,LUPULO,3688.18
2021,5,LUPULO,14970
2021,5,LUPULO,260
2021,5,LUPULO,4600
2021,5,LUPULO,17400
2021,6,MACA,18000
2021,9,MADERA,22200
2021,9,MADERA,7.037
2021,9,MADERA,256
2021,9,MADERA,3106.62
2021,9,MADERA,22243
2021,9,MADERA,620.5
2021,9,MADERA,232.296
2021,9,MADERA,1389.351
2021,9,MADERA,1334
2021,9,MADERA,17.074
2021,8,MADERA,1523.04
2021,8,MADERA,123.2
2021,8,MADERA,102
2021,8,MADERA,454.21
2021,8,MADERA,1493.45
2021,8,MADERA,5960.7
2021,8,MADERA,1388.6
2021,7,MADERA,41535.018
2021,7,MADERA,4.088
2021,7,MADERA,1622.398
2021,7,MADERA,1636.21
2021,7,MADERA,14.4
2021,7,MADERA,27.17
2021,7,MADERA,1700
2021,7,MADERA,1434.48
2021,7,MADERA,4379.8
2021,7,MADERA,5922.962
2021,6,MADERA,1033.142
2021,6,MADERA,27640
2021,6,MADERA,55280
2021,6,MADERA,3865.32
2021,6,MADERA,2828.81
2021,6,MADERA,5.94
2021,6,MADERA,693.344
2021,6,MADERA,16356
2021,6,MADERA,459.8
2021,6,MADERA,3741.521
2021,5,MADERA,4840
2021,5,MADERA,4840
2021,5,MADERA,7790
2021,5,MADERA,298.78
2021,5,MADERA,3461.07
2021,5,MADERA,243.75
2021,9,MAIZ,20432
2021,9,MAIZ,42000
2021,9,MAIZ,16245330
2021,9,MAIZ,144000
2021,9,MAIZ,21000
2021,9,MAIZ,116000
2021,9,MAIZ,84000
2021,9,MAIZ,7974596
2021,9,MAIZ,27330000
2021,9,MAIZ,126500
2021,9,MAIZ,104000
2021,9,MAIZ,5443800
2021,9,MAIZ,21000
2021,9,MAIZ,116.1
2021,9,MAIZ,28550
2021,9,MAIZ,174000
2021,9,MAIZ,27927000
2021,9,MAIZ,13371000
2021,9,MAIZ,816.48
2021,9,MAIZ,26525140
2021,9,MAIZ,30000
2021,9,MAIZ,29000
2021,9,MAIZ,112500
2021,9,MAIZ,56000
2021,9,MAIZ,29000
2021,9,MAIZ,25876000
2021,9,MAIZ,166500
2021,9,MAIZ,25.8
2021,9,MAIZ,28000
2021,9,MAIZ,104000
2021,9,MAIZ,140000
2021,9,MAIZ,131.029
2021,9,MAIZ,260800
2021,9,MAIZ,260800
2021,9,MAIZ,89980
2021,9,MAIZ,56000
2021,9,MAIZ,75000
2021,9,MAIZ,65700
2021,9,MAIZ,9.881
2021,9,MAIZ,28620
2021,9,MAIZ,7600
2021,9,MAIZ,19975
2021,9,MAIZ,24750
2021,9,MAIZ,24750
2021,9,MAIZ,24750
2021,9,MAIZ,86970
2021,9,MAIZ,110000
2021,9,MAIZ,110000
2021,9,MAIZ,28000
2021,9,MAIZ,54800
2021,9,MAIZ,28000
2021,9,MAIZ,43364.58
2021,9,MAIZ,21600
2021,9,MAIZ,59
2021,9,MAIZ,22646
2021,9,MAIZ,58000
2021,9,MAIZ,10953000
2021,9,MAIZ,19025940
2021,9,MAIZ,51980
2021,9,MAIZ,29000
2021,9,MAIZ,14.298
2021,9,MAIZ,30000
2021,9,MAIZ,27500000
2021,9,MAIZ,26300
2021,9,MAIZ,83360
2021,9,MAIZ,90000
2021,9,MAIZ,570.6
2021,9,MAIZ,116000
2021,9,MAIZ,253000
2021,9,MAIZ,28000
2021,9,MAIZ,58000
2021,9,MAIZ,26548000
2021,9,MAIZ,28091000
2021,9,MAIZ,171000
2021,9,MAIZ,12500000
2021,9,MAIZ,14500000
2021,9,MAIZ,52000
2021,9,MAIZ,78000
2021,9,MAIZ,2.55
2021,9,MAIZ,63000
2021,9,MAIZ,128859.06
2021,9,MAIZ,25680
2021,9,MAIZ,9
2021,9,MAIZ,60000
2021,9,MAIZ,453.6
2021,9,MAIZ,83462
2021,9,MAIZ,22000.8
2021,9,MAIZ,10003350
2021,9,MAIZ,330000
2021,9,MAIZ,58000
2021,9,MAIZ,28900
2021,9,MAIZ,10000000
2021,9,MAIZ,10186710
2021,9,MAIZ,260800
2021,9,MAIZ,174000
2021,9,MAIZ,126500
2021,9,MAIZ,13180000
2021,9,MAIZ,22330000
2021,9,MAIZ,132000
2021,8,MAIZ,176000
2021,8,MAIZ,198000
2021,8,MAIZ,167500
2021,8,MAIZ,1.73
2021,8,MAIZ,20980
2021,8,MAIZ,7037000
2021,8,MAIZ,15750000
2021,8,MAIZ,58000
2021,8,MAIZ,127500
2021,8,MAIZ,29000
2021,8,MAIZ,24750
2021,8,MAIZ,34188.98
2021,8,MAIZ,58000
2021,8,MAIZ,128708.63
2021,8,MAIZ,19674000
2021,8,MAIZ,114500
2021,8,MAIZ,226.8
2021,8,MAIZ,38391.51
2021,8,MAIZ,57500
2021,8,MAIZ,29260
2021,8,MAIZ,57600
2021,8,MAIZ,220000
2021,8,MAIZ,198000
2021,8,MAIZ,27500
2021,8,MAIZ,5
2021,8,MAIZ,28000
2021,8,MAIZ,116000
2021,8,MAIZ,90000
2021,8,MAIZ,145000
2021,8,MAIZ,143000
2021,8,MAIZ,111000
2021,8,MAIZ,39823000
2021,8,MAIZ,112000
2021,8,MAIZ,76800
2021,8,MAIZ,56000
2021,8,MAIZ,51.4
2021,8,MAIZ,171000
2021,8,MAIZ,198000
2021,8,MAIZ,29000
2021,8,MAIZ,52000
2021,8,MAIZ,21602000
2021,8,MAIZ,6404870
2021,8,MAIZ,26400
2021,8,MAIZ,28500
2021,8,MAIZ,29000
2021,8,MAIZ,113000
2021,8,MAIZ,176000
2021,8,MAIZ,28658680
2021,8,MAIZ,28800
2021,8,MAIZ,81000
2021,8,MAIZ,87000
2021,8,MAIZ,102.3
2021,8,MAIZ,26000
2021,8,MAIZ,24317860
2021,8,MAIZ,116000
2021,8,MAIZ,28600
2021,8,MAIZ,13600000
2021,8,MAIZ,10000000
2021,8,MAIZ,10000000
2021,8,MAIZ,8167000
2021,8,MAIZ,52000
2021,8,MAIZ,27800
2021,8,MAIZ,84000
2021,8,MAIZ,57600
2021,8,MAIZ,3011960
2021,8,MAIZ,3.5
2021,8,MAIZ,29000
2021,8,MAIZ,25000
2021,8,MAIZ,82132.54
2021,8,MAIZ,85020
2021,8,MAIZ,41600
2021,8,MAIZ,60.181
2021,8,MAIZ,52000
2021,8,MAIZ,29000
2021,8,MAIZ,58000
2021,8,MAIZ,145000
2021,8,MAIZ,139000
2021,8,MAIZ,3024720
2021,8,MAIZ,21600
2021,8,MAIZ,138950
2021,8,MAIZ,8540810
2021,8,MAIZ,10000000
2021,8,MAIZ,10000000
2021,8,MAIZ,140500
2021,8,MAIZ,80000
2021,8,MAIZ,608095
2021,8,MAIZ,2170905
2021,8,MAIZ,23190
2021,8,MAIZ,26000
2021,8,MAIZ,27800
2021,8,MAIZ,55600
2021,8,MAIZ,174000
2021,8,MAIZ,10397580
2021,8,MAIZ,51980
2021,8,MAIZ,15487650
2021,8,MAIZ,3051940
2021,8,MAIZ,37583.3
2021,8,MAIZ,26668970
2021,8,MAIZ,28000
2021,8,MAIZ,18724.3
2021,8,MAIZ,7700000
2021,8,MAIZ,35680000
2021,8,MAIZ,104000
2021,8,MAIZ,104000
2021,8,MAIZ,104000
2021,8,MAIZ,10500000
2021,8,MAIZ,171000
2021,7,MAIZ,138000
2021,7,MAIZ,83000
2021,7,MAIZ,145000
2021,7,MAIZ,174000
2021,7,MAIZ,174000
2021,7,MAIZ,28888
2021,7,MAIZ,256000
2021,7,MAIZ,29000
2021,7,MAIZ,111720
2021,7,MAIZ,174000
2021,7,MAIZ,126143
2021,7,MAIZ,144000
2021,7,MAIZ,58000
2021,7,MAIZ,142470
2021,7,MAIZ,171000
2021,7,MAIZ,203000
2021,7,MAIZ,7909620
2021,7,MAIZ,10000000
2021,7,MAIZ,10000000
2021,7,MAIZ,29000
2021,7,MAIZ,174000
2021,7,MAIZ,27800
2021,7,MAIZ,5
2021,7,MAIZ,30000
2021,7,MAIZ,166000
2021,7,MAIZ,116000
2021,7,MAIZ,112000
2021,7,MAIZ,174000
2021,7,MAIZ,136000
2021,7,MAIZ,75000
2021,7,MAIZ,42184
2021,7,MAIZ,84000
2021,7,MAIZ,116000
2021,7,MAIZ,58000
2021,7,MAIZ,14570000
2021,7,MAIZ,87000
2021,7,MAIZ,25990
2021,7,MAIZ,140000
2021,7,MAIZ,29000
2021,7,MAIZ,55600
2021,7,MAIZ,340.2
2021,7,MAIZ,93250
2021,7,MAIZ,56000
2021,7,MAIZ,24750
2021,7,MAIZ,2.24
2021,7,MAIZ,4.192
2021,7,MAIZ,5752
2021,7,MAIZ,6532
2021,7,MAIZ,58000
2021,7,MAIZ,138500
2021,7,MAIZ,111500
2021,7,MAIZ,15
2021,7,MAIZ,21092
2021,7,MAIZ,145000
2021,7,MAIZ,28000
2021,7,MAIZ,174000
2021,7,MAIZ,144784
2021,7,MAIZ,109500
2021,7,MAIZ,44000
2021,7,MAIZ,58000
2021,7,MAIZ,112000
2021,7,MAIZ,112000
2021,7,MAIZ,126
2021,7,MAIZ,9850000
2021,7,MAIZ,22052
2021,7,MAIZ,5
2021,7,MAIZ,26661680
2021,7,MAIZ,29600000
2021,7,MAIZ,112000
2021,7,MAIZ,23100000
2021,7,MAIZ,200
2021,7,MAIZ,6040000
2021,7,MAIZ,13640000
2021,7,MAIZ,56450
2021,7,MAIZ,56000
2021,7,MAIZ,90000
2021,7,MAIZ,23898730
2021,7,MAIZ,111500
2021,7,MAIZ,33478820
2021,7,MAIZ,280
2021,7,MAIZ,14
2021,7,MAIZ,28657000
2021,7,MAIZ,174000
2021,7,MAIZ,154000
2021,7,MAIZ,154000
2021,7,MAIZ,110000
2021,7,MAIZ,110000
2021,7,MAIZ,110000
2021,7,MAIZ,110000
2021,7,MAIZ,4000
2021,7,MAIZ,24750
2021,7,MAIZ,26800
2021,7,MAIZ,113000
2021,7,MAIZ,0.95
2021,7,MAIZ,152400
2021,7,MAIZ,200051
2021,7,MAIZ,113970
2021,7,MAIZ,26000
2021,7,MAIZ,28670
2021,7,MAIZ,29320000
2021,7,MAIZ,21126.5
2021,7,MAIZ,24025
2021,7,MAIZ,47529.6
2021,6,MAIZ,49500
2021,6,MAIZ,145000
2021,6,MAIZ,58000
2021,6,MAIZ,71098.86
2021,6,MAIZ,168000
2021,6,MAIZ,140000
2021,6,MAIZ,139000
2021,6,MAIZ,174000
2021,6,MAIZ,58000
2021,6,MAIZ,174000
2021,6,MAIZ,30000
2021,6,MAIZ,42000
2021,6,MAIZ,75000
2021,6,MAIZ,41868
2021,6,MAIZ,87000
2021,6,MAIZ,87000
2021,6,MAIZ,25000
2021,6,MAIZ,1
2021,6,MAIZ,26000
2021,6,MAIZ,26900
2021,6,MAIZ,137000
2021,6,MAIZ,28960
2021,6,MAIZ,116000
2021,6,MAIZ,87000
2021,6,MAIZ,116000
2021,6,MAIZ,58000
2021,6,MAIZ,123860.29
2021,6,MAIZ,17852.1
2021,6,MAIZ,140000
2021,6,MAIZ,113980
2021,6,MAIZ,100
2021,6,MAIZ,28960
2021,6,MAIZ,25
2021,6,MAIZ,25
2021,6,MAIZ,58000
2021,6,MAIZ,56895
2021,6,MAIZ,152406
2021,6,MAIZ,142500
2021,6,MAIZ,60000
2021,6,MAIZ,140000
2021,6,MAIZ,112000
2021,6,MAIZ,116000
2021,6,MAIZ,139500
2021,6,MAIZ,140500
2021,6,MAIZ,174000
2021,6,MAIZ,110000
2021,6,MAIZ,140500
2021,6,MAIZ,111500
2021,6,MAIZ,354
2021,6,MAIZ,20
2021,6,MAIZ,12741.4
2021,6,MAIZ,30350000
2021,6,MAIZ,136.766
2021,6,MAIZ,109500
2021,6,MAIZ,145000
2021,6,MAIZ,0.35
2021,6,MAIZ,84000
2021,6,MAIZ,174000
2021,6,MAIZ,143000
2021,6,MAIZ,116000
2021,6,MAIZ,145000
2021,6,MAIZ,112000
2021,6,MAIZ,75000
2021,6,MAIZ,58000
2021,6,MAIZ,29000
2021,6,MAIZ,110000
2021,6,MAIZ,140500
2021,6,MAIZ,110000
2021,6,MAIZ,168000
2021,6,MAIZ,116000
2021,6,MAIZ,20415100
2021,6,MAIZ,226.8
2021,6,MAIZ,85490
2021,6,MAIZ,70000
2021,6,MAIZ,10000000
2021,6,MAIZ,28970
2021,6,MAIZ,10000000
2021,6,MAIZ,11610330
2021,6,MAIZ,75000
2021,6,MAIZ,11025000
2021,6,MAIZ,174000
2021,6,MAIZ,29000
2021,6,MAIZ,58000
2021,6,MAIZ,140000
2021,6,MAIZ,84000
2021,6,MAIZ,52000
2021,6,MAIZ,27800
2021,6,MAIZ,60000
2021,6,MAIZ,116000
2021,6,MAIZ,57148
2021,6,MAIZ,87000
2021,6,MAIZ,58000
2021,6,MAIZ,9187000
2021,6,MAIZ,110000
2021,6,MAIZ,110000
2021,6,MAIZ,132000
2021,6,MAIZ,160
2021,6,MAIZ,168000
2021,6,MAIZ,27360
2021,6,MAIZ,8000000
2021,6,MAIZ,3000000
2021,6,MAIZ,30300000
2021,6,MAIZ,139950
2021,6,MAIZ,29000
2021,6,MAIZ,1.253
2021,6,MAIZ,29000
2021,6,MAIZ,29000
2021,6,MAIZ,11000000
2021,6,MAIZ,6185000
2021,6,MAIZ,8368000
2021,6,MAIZ,29000
2021,6,MAIZ,58000
2021,6,MAIZ,110000
2021,6,MAIZ,110000
2021,6,MAIZ,88000
2021,6,MAIZ,174000
2021,6,MAIZ,84000
2021,6,MAIZ,116000
2021,6,MAIZ,174000
2021,6,MAIZ,76066.45
2021,6,MAIZ,81000
2021,6,MAIZ,141000
2021,6,MAIZ,29000
2021,6,MAIZ,140000
2021,6,MAIZ,58000
2021,6,MAIZ,24040
2021,6,MAIZ,28800
2021,5,MAIZ,65
2021,5,MAIZ,42000
2021,5,MAIZ,124954.73
2021,5,MAIZ,26000
2021,5,MAIZ,52000
2021,5,MAIZ,63000
2021,5,MAIZ,145000
2021,5,MAIZ,126500
2021,5,MAIZ,20500
2021,5,MAIZ,42550
2021,5,MAIZ,23245000
2021,5,MAIZ,150
2021,5,MAIZ,21.3
2021,5,MAIZ,140000
2021,5,MAIZ,6150000
2021,5,MAIZ,10000000
2021,5,MAIZ,10000000
2021,5,MAIZ,10000000
2021,5,MAIZ,3000000
2021,5,MAIZ,16000970
2021,5,MAIZ,87000
2021,5,MAIZ,52000
2021,5,MAIZ,21940
2021,5,MAIZ,126600
2021,5,MAIZ,50.284
2021,5,MAIZ,110000
2021,5,MAIZ,110000
2021,5,MAIZ,66000
2021,5,MAIZ,110000
2021,5,MAIZ,106000
2021,5,MAIZ,87000
2021,5,MAIZ,29000
2021,5,MAIZ,33707030
2021,5,MAIZ,13961480
2021,5,MAIZ,81000
2021,5,MAIZ,63311.72
2021,5,MAIZ,145000
2021,5,MAIZ,55960
2021,5,MAIZ,142000
2021,5,MAIZ,3.5
2021,5,MAIZ,169000
2021,5,MAIZ,82500
2021,5,MAIZ,58000
2021,5,MAIZ,4.79
2021,5,MAIZ,136500
2021,5,MAIZ,22042
2021,5,MAIZ,29000
2021,5,MAIZ,26800
2021,5,MAIZ,1485.04
2021,5,MAIZ,17.8
2021,5,MAIZ,148500
2021,5,MAIZ,92557
2021,5,MAIZ,27120000
